"Family","Subfamily","Genus","Species","Junior synonyms","Country (type locality)","Subregion","Region","Type locality"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. brevicaudus, (Hansen 1921)","Trithyreus brevicaudus (as Trithyreus brevicauda), Hansen, 1921","Guinea-Bissau","Western Africa","Old World","Bolama, Bolama, Guinea-Bissau"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. crassicaudatus, (Pickard-Cambridge 1872) ","Nyctalops crassicaudata, Pickard-Cambridge, 1872; Nyctalops tenuicaudata, Pickard-Cambridge, 1872","Sri Lanka","Southern Asia","Old World","Royal Botanic Gardens, Peradeniya, Central Province, Sri Lanka"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. formicoides, Fernando, 1957",NA,"Sri Lanka","Southern Asia","Old World","Barnes Place, Colombo, Western Province, Sri Lanka"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. ghesquierei, (Giltay 1935)","Trithyreus ghesquierei, Giltay, 1935","Democratic Republic of the Congo","Western Africa","Old World","Eala, Équateur, Democratic Republic of the Congo"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. greeni, Gravely, 1912",NA,"Sri Lanka","Southern Asia","Old World","Ambalangoda, Southern Province, Sri Lanka"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. hanseni, Mello-Leitão 1931","Trithyreus cavernicola, Hansen, 1926 (junior secondary homonym of Schizomus cavernicola)","Tanzania","Eastern Africa","Old World","Grotte B of Kulumuzi-Kiomoni, Tanga, Zanzibar Island, Tanzania"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. kharagpurensis, Gravely, 1912",NA,"India","Southern Asia","Old World","Kharagpur, Bengal, India"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. mediocriter, Lawrence, 1969",NA,"Tanzania","Eastern Africa","Old World","Bunduki, Uluguru Mountains, Morogoro, Tanzania"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. modestus, (Hansen in Hansen & Sørensen 1905)","Trithyreus cambridgei, Börner, 1904 (misidentification); Trithyreus modestus, Hansen in Hansen & Sørensen, 1905","Papua New Guinea","Southeast Asia","Old World","Waikunina (=Vaikania), Central Province, Papua New Guinea and Kabakaul, Gazelle Peninsula, East New Britain, Papua New Guinea"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. montanus, Hansen, 1910",NA,"Tanzania","Eastern Africa","Old World","Kibongoto (as Kibonoto) Kilimanjaro, Tanzania"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. nidicolus, Lawrence, 1969",NA,"Democratic Republic of the Congo","Western Africa","Old World","Lubumbashi (as Elisabethville), Shaba, Democratic Republic of the Congo"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. parvus, (Hansen 1921)","Trithyreus parvus, Hansen, 1921","São Tomé and Príncipe","Western Africa","Old World","Vista Alegre, São Tomé Island, São Tomé and Príncipe"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. pauliani, Lawrence, 1969",NA,"Comoros","Eastern Africa","Old World","Cascade de Kangani, Moheli Island, Comoros"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. perplexus, (Gravely 1915)","Notozomus perplexus, Bastawade, 2004","Sri Lanka","Southern Asia","Old World","Polonnaruwa (as Polonuruwa), North-Central Province, Sri Lanka"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. peteloti, (Rémy 1946)","Trithyreus peteloti, Rémy, 1946","Vietnam","Southern Asia","Old World","Nguyên Lâm Viên (as Plateau du Lang Biang), Lâm Dong, Vietnam"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. procerus, (Hansen in Hansen & Sørensen 1905)","Trithyreus procerus, Hansen in Hansen & Sørensen, 1905","Singapore","Southeast Asia","Old World","Singapore"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. schoutedeni, (Roewer 1954)","Trithyreus schoutedeni, Roewer, 1954","Democratic Republic of the Congo","Western Africa","Old World","Grotte de Lubushi, Mbanza-Ngungu (as Thysville), Kongo Central, Democratic Republic of the Congo"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. tenuipes, Lawrence, 1969",NA,"Mauritius","Eastern Africa","Old World","Cavernes Patates, Rodriguez, Mauritius"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. vinsoni, Lawrence, 1969",NA,"Mauritius","Eastern Africa","Old World","Trou aux Cerfs, Mauritius, Mauritius"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. virescens, Lawrence, 1969",NA,"Mauritius","Eastern Africa","Old World","St Gabriel, Rodriguez, Mauritius"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizomus, Cook 1899","S. vittatus, Gravely, 1911b",NA,"Sri Lanka","Southern Asia","Old World","Royal Botanic Gardens, Peradeniya, Central Province, Sri Lanka"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizophyxia, Monjaraz-Ruedas, Prendini & Francke 2019","S. bartolo, (Rowland 1973b)","Schizomus bartolo, Rowland, 1973b; Rowland & Reddell, 1977; 1980; Reddell, 1981; Stenochrus bartolo, Reddell & Cokendolpher, 1995","Mexico","Mexico","New World","Gruta de San Bartolo, Santa Catarina, Nuevo Léon, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Schizophyxia, Monjaraz-Ruedas, Prendini & Francke 2019","S. lukensi, (Rowland 1973c)","Schizomus lukensi, Rowland, 1973c; Rowland & Reddell, 1977; 1980; Reddell, 1981; Stenochrus lukensi, Reddell & Cokendolpher, 1995","Mexico","Mexico","New World","Cueva del Agua, Gomez Farias, Tamaulipas, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Secozomus, Harvey 2001a","S. latipes, (Hansen in Hansen & Sørensen 1905)","Schizomus latipes, Hansen in Hansen & Sørensen, 1905","Seychelle Islands","Eastern Africa","Old World","Seychelle Islands"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Sotanostenochrus, Reddell & Cokendolpher 1995","S. cookei, (Rowland 1971b)","Schizomus cookei, Rowland, 1971b; Rowland & Reddell, 1980","Mexico","Mexico","New World","Sótano de la Tinaja, 10.5 km NE of Ciudad Valles, San Luis Potosí, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Sotanostenochrus, Reddell & Cokendolpher 1995","S. mitchelli, (Rowland 1971b)","Schizomus mitchelli, Rowland, 1971b; Rowland & Reddell, 1980","Mexico","Mexico","New World","Cueva de El Pachón, 7.5 km NE of Antiguo Morelos, Tamaulipas, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Stenochrus, Chamberlin 1922","S. alcalai, Monjaraz-Ruedas & Francke, 2018",NA,"Mexico","Mexico","New World","La Laguna, San Pedro Jocotipac, Oaxaca, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Stenochrus, Chamberlin 1922","S. cavernicolens, (Chamberlin & Ivie 1938)","Schizomus cavernicolens, Chamberlin & Ivie, 1938; Stenochrus portoricensis","Mexico","Mexico","New World","Xkyc Cave (Actun Xkyc), Opichén, Yucatán, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Stenochrus, Chamberlin 1922","S. chimalapas, Monjaraz-Ruedas & Francke, 2018",NA,"Mexico","Mexico","New World","Cueva de Escolapa, Santa María Chimalapas, Oaxaca, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Stenochrus, Chamberlin 1922","S. gruta, Monjaraz-Ruedas & Francke, 2018",NA,"Mexico","Mexico","New World","Gruta de San Sebastián, San Sebastián de las Grutas, Sola de Vega, Oaxaca, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Stenochrus, Chamberlin 1922","S. guatemalensis, (Chamberlin 1922)","Schizomus guatemalensis, Chamberlin, 1922; Rowland & Reddell, 1980","Guatemala","Central America","New World","San Rafael?, Guatemala"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Stenochrus, Chamberlin 1922","S. leon, Armas, 1995",NA,"Nicaragua","Central America","New World","2 km NW of Telica, Léon, Nicaragua"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Stenochrus, Chamberlin 1922","S. longimanus, (Rowland 1971b)","Schizomus longimanus, Rowland, 1971b; Stenochrus portoricensis","Mexico","Mexico","New World","Cueva Cerro Hueco, 3 km S of Tuxtla Gutiérrez, Chiapas, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Stenochrus, Chamberlin 1922","S. pecki, (Rowland 1973b)","Schizomus pecki, Rowland, 1973b; Rowland & Reddell, 1980","Mexico","Mexico","New World","Las Grutas del Coconá, 3 km NE of Teapa, Tabasco, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Stenochrus, Chamberlin 1922","S. portoricensis, Chamberlin 1922","Schizomus portoricensis, Rowland & Reddell, 1977; 1980; Schizomus longimanus, Rowland, 1971b; Schizomus loreto, Armas, 1977","Puerto Rico","North America","New World","Coamo Springs, Puerto Rico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Stenoschizomus, González-Sponga 1997","S. tejeriensis, González-Sponga, 1997",NA,"Venezuela","South America","New World","La Montañita, Road between Tejerías-Tiara, Santos Michelena, Aragua, Venezuela"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Stewartpeckius, Reddell & Cokendolpher 1995","S. troglobius, (Rowland & Reddell 1981)","Schizomus troglobius, Rowland & Reddell, 1981","Jamaica","Caribbean","New World","Jackson Bay Cave, Clarendon Parish, Jamaica"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. algodoal, Ruiz & Valente, 2017",NA,"Brazil","South America","New World","Algodoal Island, Maracanã, Pará, Brazil"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. antonioi, Armas & Víquez, 2014",NA,"Costa Rica","Central America","New World","INBio, Estacíon en Bahia Wafer, Isla del Coco, Costa Rica"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. arboreus, Cokendolpher & Reddell, 2000a",NA,"Brazil","South America","New World","Rio Tauramã-Mirim, Amazonas, Brazil"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. boliviensis, Cokendolpher & Reddell, 2000a","Schizomus sp., OTU No 11, Rowland & Reddell, 1979b","Bolivia","South America","New World","Rio Benecito, Chacobo Indian Village, Beni, Bolivia"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. brasiliensis, (Kraus & Beck 1967)","Trithyreus brasiliensis, Kraus, 1967; Schizomus brasiliensis, Rowland & Reddell, 1979b","Brazil","South America","New World","Reserva Ducke des I.N.P.A., near Manaus, Amazonas, Brazil"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. brus, Armas, Villarreal & Víquez, 2010",NA,"Costa Rica","Central America","New World","INBio, Estacíon Biológica Las Cruces, Coto Brus, Puntarenas, Costa Rica"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. chavin, Pinto-da-Rocha, 1996",NA,"Peru","South America","New World","Near Rio Yuyapichis, Pachitea, Panguana, Huánuco, Peru"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. chiapasensis, Monjaraz-Ruedas, Prendini & Francke, 2020",NA,"Mexico","Mexico","New World","4 km S on Highway 190 of Santa Isabel, Arriaga, Chiapas, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. cuenca, (Rowland & Reddell 1979b)","Schizomus cuenca, Rowland & Reddell, 1979b","Ecuador","South America","New World","Cuenca, Azuay, Ecuador"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. cumbalensis, (Kraus 1957)","Trithyreus cumbalensis, Kraus, 1957; Schizomus cumbalensis, Rowland & Reddell, 1979b","Colombia","South America","New World","Cumbal, between Paso and Ipiales, Nariño, Colombia"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. escondido, Monjaraz-Ruedas, Prendini & Francke, 2020",NA,"Mexico","Mexico","New World","Km 232 Highway Oaxaca-Puerto Escondido, Puerto Escondido, Oaxaca, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. inexpectatus, Armas, Villarreal & Víquez, 2010",NA,"Costa Rica","Central America","New World","INBio, Estacíon Biológica Las Cruces, Coto Brus, Puntarenas, Costa Rica"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. kitu, Villarreal, Miranda & Giupponi, 2016",NA,"Ecuador","South America","New World","Rio Palenque, Pichincha, Ecuador"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. macarenensis, (Kraus 1957)","Trithyreus macarenensis, Kraus, 1957; Schizomus macarenensis, Rowland & Reddell, 1979b","Colombia","South America","New World","Macarena, Tolima, Colombia"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. manaus, Cokendolpher & Reddell, 2000a",NA,"Brazil","South America","New World","I.N.P.A. campus, Manaus, Brazil"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. mirim, Cokendolpher & Reddell, 2000a",NA,"Brazil","South America","New World","Rio Tauramã-Mirim, Amazonas, Brazil"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. nara, Armas & Víquez, 2011",NA,"Costa Rica","Central America","New World","INBio, Cerro Nara, Quepos, San José, Costa Rica"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. paitit, Bonaldo & Pinto-da-Rocha, 2007",NA,"Brazil","South America","New World","Parcela LBA, Estação Científica Ferreira Penna, Floresta Nacional de Caxiuaña, Melgaço, Pará, Brazil"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. palenque, Villarreal, Miranda & Giupponi, 2016",NA,"Ecuador","South America","New World","Rio Palenque, Pichincha, Ecuador"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. pallipatellatus, (Rowland & Reddell 1979b)","Schizomus pallipatellatus, Rowland & Reddell, 1979b","Costa Rica","Central America","New World","Coto, Puntarenas, Costa Rica"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. peregrinus, Monjaraz-Ruedas, Prendini & Francke, 2020",NA,"Mexico","Mexico","New World","5 km NW on road to Panixtlahuaca, Juquila, Santa Catarina Juquila, Oaxaca, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. rafaeli, Salvatierra, 2018",NA,"Brazil","South America","New World","Flona do Jamari, Itapuã do Oeste, Rondônia, Brazil"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. rodriguesi, Cokendolpher & Reddell, 2000a",NA,"Brazil","South America","New World","Rio Tauramã-Mirim, Amazonas, Brazil"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. saturninonae, Ruiz & Valente, 2019",NA,"Brazil","South America","New World","São Sebastião, Igarapé Sequtitã, Bagre, Pará, Brazil"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. selva, Armas, Villarreal & Víquez, 2010",NA,"Costa Rica","Central America","New World","INBio, Estacíon Biológica La Selva, Heredia, Costa Rica"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. sturmi, (Kraus 1957)","Trithyreus sturmi, Kraus, 1957; Schizomus sturmi, Rowland & Reddell, 1979b","Colombia","South America","New World","""Hochebene von Bogotá, etwa 3 km vom Stadtrand entfernt"" (Sturm, 1955), Cundinamarca, Bogotá, Colombia"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. uarini, Santos & Pinto-da-Rocha, 2009",NA,"Brazil","South America","New World","Uarini, Amazonas, Brazil"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Surazomus, Reddell & Cokendolpher 1995","S. vaughani, Armas & Víquez, 2011",NA,"Costa Rica","Central America","New World","Finca de Alberto Moore, Hone Creek, Limón, Costa Rica"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Tayos, Reddell & Cokendolpher 1995","T. ashmolei, (Reddell and Cokendolpher 1984)","Schizomus ashmolei, Reddell and Cokendolpher, 1984","Ecuador","South America","New World","Cueva de los Tayos, Morona-Santiago Province, Ecuador"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Trithyreus, Thorell 1889","T. grassii, (Thorell 1889)","Tripeltis grassii, Thorell, 1889; Kraepelin, 1897","Myanmar","Southeast Asia","Old World","Teinzò (= Teinthaw), Bhamo, Kachin, Myanmar"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Trithyreus, Thorell 1889","T. sijuensis, (Gravely 1924)","Schizomus sijuensis, Gravely, 1924; 'Schizomus sijuensis' Reddell & Cokendolpher, 1995","India","Southern Asia","Old World","Siju Cave, Garo Hill, Meghalaya, (=Assam), India"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Troglocubazomus, Teruel 2003","T. inexpectatus, Teruel & Rodríguez-Cabrera, 2019",NA,"Cuba","Caribbean","New World","Cueva Funeraria #2, El Guafe, Cabo Cruz, Niquero, Granma, Cuba"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Troglocubazomus, Teruel 2003","T. orghidani, (Dumitresco 1977)","Schizomus orghidani, Dumitresco, 1977; Cubazomus orghidani, Reddell & Cokendolpher, 1995","Cuba","Caribbean","New World","Cueva Atabex, Siboney, Santiago de Cuba, Santiago de Cuba, Cuba"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Troglostenochrus, Monjaraz-Ruedas, Prendini & Francke 2019","T. palaciosi, (Reddell & Cokendolpher 1986)","Schizomus palaciosi, Reddell and Cokendolpher, 1986; Stenochrus palaciosi, Reddell and Cokendolpher, 1991","Mexico","Mexico","New World","Gruta de Acuitlapán, 12 km NE of Taxco, Guerrero, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Troglostenochrus, Monjaraz-Ruedas, Prendini & Francke 2019","T. valdezi, (Monjaraz-Ruedas 2012)","Stenochrus valdezi, Monjaraz-Ruedas, 2012","Mexico","Mexico","New World","Cueva de San Francisco, La Trinitaria, Chiapas, Mexico"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Vinabayesius, Teruel & Rodríguez-Cabrera 2021","V. arenicola, (Teruel, Armas & Rodríguez-Cabrera 2012)","Rowlandius arenicola, Teruel, Armas & Rodríguez-Cabrera, 2012","Cuba","Caribbean","New World","Guajimico, Cumanyagua, Cienfuegos, Cuba"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Vinabayesius, Teruel & Rodríguez-Cabrera 2021","V. digitiger, (Dumitresco 1977)","Schizomus digitiger, Dumitresco, 1977; Armas 1989","Cuba","Caribbean","New World","Cueva de Conchó, Sierra del Chorillo, Najasa, Camagüey, Cuba"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Vinabayesius, Teruel & Rodríguez-Cabrera 2021","V. naranjoi, Teruel & Rodríguez-Cabrera 2021","Schizomus digitiger, Armas, 1989 (in part misidentification, specimens from Granma and Santiago de Cuba)","Cuba","Caribbean","New World","Cueva Funeraria #2, El Guafe, Cabo Cruz, Niquero, Granma, Cuba"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Wayuuzomus, Armas & Colmenares 2006","W. gonzalezspongai, Armas & Colmenares, 2006",NA,"Venezuela","South America","New World","Cueva en el fundo La Esperanza, Sierra de Perijá, parroquia Marcos Pérez Godoy, Mara, estado Zulia, Venezuela"
"Hubbardiidae, Cook 1899","Hubbardiinae, Cook 1899","Zomus, Reddell & Cokendolpher 1995","Z. bagnallii, (Jackson 1908)","Trithyreus bagnallii, Jackson, 1908; Schizomus bagnallii, Sissom, 1980; Cokendolpher, Sissom & Bastawade, 1988","Seychelle Islands","Eastern Africa","Old World","Kew Royal Botanical Gardens, Surrey, England"
"♰ Calcitronidae, Petrunkevitch 1946",NA,"♰ Calcitro, Petrunkevitch 1945","♰ C. oplonis, Lin et al. 1988",NA,"China","Eastern Asia","Oligocene","NE of Dongying, Shandong, China* (Oligocene)"
"♰ Calcitronidae, Petrunkevitch 1945",NA,"♰ Calcitro, Petrunkevitch 1945","♰ C. fisheri, Petrunkevitch 1945",NA,"USA","North America","Pliocene","Onyx Marble, Bonner Quarry, 27.4 km S of Ashfork, Yavapai County, Arizona, USA* (Pliocene)"
